Name	Have	Short name	Max rarity	Rarity	Level	Immortal	Equipment	Tier	In portal	Collections	Voyage rank	Gauntlet rank	Command core	Command min	Command max	Diplomacy core	Diplomacy min	Diplomacy max	Engineering core	Engineering min	Engineering max	Medicine core	Medicine min	Medicine max	Science core	Science min	Science max	Security core	Security min	Security max	Traits	Action name	Boosts	Amount	Initialize	Duration	Cooldown	Bonus Ability	Trigger	Uses per Battle	Handicap Type	Handicap Amount	Accuracy	Crit Bonus	Crit Rating	Evasion	Charge Phases
Laborer Spock	FALSE	Spock	5	5	100	0	0 1 2 3	6	TRUE	Live Long and Prosper, Spit and Bailing Wire	401	620	0	0	0	0	0	0	1126	164	359	0	0	0	1398	177	363	0	0	0	["Federation","Starfleet","Exobiology","Astrophysicist","Human","Vulcan","Telepath","Jury Rigger","Communicator","Thief","Resourceful","Musician","nonhuman","male","organic","tos","commander","bridge_crew","first_officer","spock","spock_tos","crew_max_rarity_5"]	Stone Knives and Bear Skins	Evasion	10	4	8	8	Immediately repairs Shields by 12%	None				540	200	80	350	After 5s Immediately repairs Shields by 16% (+2s Cooldown); After 11s Immediately repairs Shields by 20% (+7s Cooldown)
Admiral Nechayev	FALSE	Nechayev	5	5	100	0	0 1 2 3	8	TRUE	New Life and New Civilizations, Valor in Combat	304	32	1021	301	798	902	212	464	0	0	0	0	0	0	0	0	0	578	94	232	["Human","Federation","Starfleet","Tactician","Veteran","Diplomat","female","organic","tng","necayev","admiral","crew_max_rarity_5"]	Stand Down	Attack	8	4	10	16	+10000 to Crit Bonus	None				565	100	200	400	
Senator Vreenak	FALSE	Vreenak	5	5	100	0	0 1 2 3	10	TRUE	The Neutral Zone, New Life and New Civilizations	364	304	1132	137	362	1326	295	659	0	0	0	0	0	0	0	0	0	0	0	0	["Romulan","Diplomat","Senator","Investigator","Tal Shiar","Ambassador","nonhuman","male","organic","ds9","vreenak","crew_max_rarity_5"]	Somehow I thought You'd Be Taller	Accuracy	7	10	6	10	+20% to Attack Speed	None				390	250	70	690	
Desert Philippa Georgiou	FALSE	Georgiou	5	5	100	0	0 1 2 3	6	TRUE	New Life and New Civilizations, Valor in Combat, To Boldly Go	407	611	1049	172	399	1428	165	321	0	0	0	0	0	0	0	0	0	0	0	0	["Human","Federation","Starfleet","Inspiring","Diplomat","Veteran","female","organic","dsc","captain","bridge_crew","georgiou","crew_max_rarity_5"]	Prepared Surprise	Attack	8	6	12	14	+10000 to Crit Bonus	None				300	415	125	490	
Inglatu	FALSE	Inglatu	5	5	100	0	0 1 2 3	10	TRUE		392	222	0	0	0	1427	245	496	0	0	0	0	0	0	0	0	0	861	254	589	["Dosi","Merchant","Brutal","Communicator","nonhuman","male","organic","ds9","inglatu","crew_max_rarity_5"]	You Are Starting To Annoy Me	Attack	8	10	8	12	+1500 to Crit Rating	None				390	50	125	625	
Diversion Yates	FALSE	Yates	5	5	100	0	0 1 2 3	9	TRUE		175	459	542	103	245	1426	216	420	0	0	0	0	0	0	0	0	0	1220	81	198	["Human","Federation","Pilot","Civilian","Costumed","female","organic","ds9","yates","crew_max_rarity_5"]	Let's See If You Can Beat That	Evasion	8	8	10	12	+15000 to Crit Bonus	None				390	185	150	300	
Admiral Patrick	FALSE	Patrick	5	5	100	0	0 1 2 3	5	TRUE	The Eugenics Wars	48	219	1424	311	608	569	86	162	0	0	0	0	0	0	1187	140	270	0	0	0	["Human","Engineered","Federation","Civilian","Costumed","Crafty","male","organic","ds9","patrick","crew_max_rarity_5"]	That's A Stupid Question	Evasion	9	8	10	10						500	100	155	375	
Maid Marian	FALSE	Vash	5	5	100	0	0 1 2 3	9	TRUE	Sherwood Forest	416	597	0	0	0	1372	194	382	0	0	0	0	0	0	0	0	0	1049	175	347	["Human","Scoundrel","Costumed","Exoarchaeology","Smuggler","Civilian","Prisoner","female","organic","tng","vash","crew_max_rarity_5"]	Can't Change Who I Am	Attack	7	6	8	14	+20% to Attack Speed	Cloak				350	305	88	705	
Galaxy Gallivanting Vash	FALSE	Vash	5	5	100	0	0 1 2 3	7	TRUE		157	405	578	84	190	1132	156	308	0	0	0	0	0	0	1466	188	415	0	0	0	["Human","Scoundrel","Federation","Exoarchaeology","Smuggler","Explorer","Civilian","female","organic","ds9","vash","crew_max_rarity_5"]	I'll Choose Profit Every Time	Evasion	9	8	10	8						200	300	75	680	
Penk	FALSE	Penk	4	4	100	0	0 1 2 3	6	TRUE		574	444	324	138	289	0	0	0	934	136	277	0	0	0	0	0	0	648	147	302	["Scoundrel","Crafty","Resourceful","Villain","Brutal","male","organic","voy","penk","nonhuman","crew_max_rarity_4"]	Tsunkat!	Attack	6	10	5	12	Immediately deals 200% damage	None				255	150	140	465	
Admiral Cartwright	FALSE	Cartwright	5	5	100	0	0 1 2 3	10	TRUE		422	507	1333	189	407	982	186	419	0	0	0	0	0	0	0	0	0	0	0	0	["Gambler","Saboteur","Human","Desperate","Federation","Starfleet","admiral","male","organic","tng","cartwright","crew_max_rarity_5"]	Sabotage!	Attack	10	10	10	14						425	905	25	40	
Frederick La Rouque	FALSE	La Rouque	5	5	100	0	0 1 2 3	10	TRUE		347	394	1162	164	385	1462	251	544	0	0	0	0	0	0	0	0	0	0	0	0	["Human","Gambler","Scoundrel","Linguist","Civilian","male","organic","tng","larouque","crew_max_rarity_5"]	A Poker Face Carved In Marble	Accuracy	8	10	10	14	+1250 to Crit Rating	None				495	140	137	415	
Revolutionary Damar	FALSE	Damar	5	5	100	0	0 1 2 3	7	TRUE	Chain of Command, To Boldly Go	281	18	1029	380	782	999	150	371	0	0	0	0	0	0	0	0	0	454	143	460	["Cardassian","Cultural Figure","Inspiring","Hero","Desperate","nonhuman","male","organic","ds9","damar","crew_max_rarity_5"]	For Cardassia!	Accuracy	7	12	10	14	+20% to Attack Speed	None				450	395	100	465	
Ripper	FALSE	Ripper	5	5	100	0	0 1 2 3	8	TRUE		371	420	0	0	0	0	0	0	0	0	0	0	0	0	988	220	486	1545	209	421	["Brutal","Desperate","Explorer","Primal","Survivalist","organic","dsc","nonhuman","ripper","crew_max_rarity_5"]	Mycelial Mastery	Evasion	9	10	12	12						675	250	105	325	
Annorax	FALSE	Annorax	5	5	100	0	0 1 2 3	6	TRUE		205	132	1081	86	235	0	0	0	0	0	0	0	0	0	1397	275	643	448	161	340	["Krenim","Desperate","Romantic","Theoretical Engineer","Scoundrel","Brutal","male","organic","voy","annorax","crew_max_rarity_5"]	I'll Make The Time	Accuracy	6	12	12	20	Immediately repairs Hulls by 20%	None				600	200	195	390	
Duelist Torres	FALSE	Torres	5	5	100	0	0 1 2 3	8	TRUE	Spit and Bailing Wire, The Daystrom Award	411	331	0	0	0	0	0	0	1238	237	529	0	0	0	0	0	0	1047	190	492	["Athlete","Innovator","Jury Rigger","Human","Federation","Klingon","Maquis","Duelist","Cyberneticist","female","organic","voy","nonhuman","torres","crew_max_rarity_5"]	Empassioned Maneuver	Evasion	8	10	10	12	Increase boarding damage by 10%	Boarding				800	280	20	100	
Assimilated Torres	FALSE	Torres	5	5	100	0	0 1 2 3	7	TRUE	Resistance Is Futile, Spit and Bailing Wire	425	431	0	0	0	0	0	0	1292	263	544	0	0	0	0	0	0	987	143	371	["Borg","Jury Rigger","Human","Federation","Klingon","Maquis","Undercover Operative","Cyberneticist","female","organic","voy","nonhuman","torres","crew_max_rarity_5"]	Modulated Shields	Attack	8	6	10	10	Immediately repairs Shields by 12%	None	3			680	125	260	400	
Human Torres	FALSE	Torres	5	5	100	0	0 1 2 3	8	TRUE	Spit and Bailing Wire	384	640	0	0	0	1461	206	403	1151	122	299	0	0	0	0	0	0	0	0	0	["Jury Rigger","Human","Federation","Starfleet","Maquis","Prisoner","Cyberneticist","female","organic","voy","torres","crew_max_rarity_5"]	Brute Force Isn't Going To Do It	Accuracy	10	12	10	10						350	200	100	150	
Suliban Reed	FALSE	Reed	5	5	100	0	0 1 2 3	9	TRUE		302	73	1064	296	684	1032	201	353	0	0	0	0	0	0	0	0	0	524	115	252	["Starfleet","Human","Suliban","Tactician","Saboteur","Undercover Operative","male","organic","ent","lieutenant","reed","crew_max_rarity_5"]	Starting to Itch	Evasion	7	6	12	12	Increase bonus boost by +4	Position				65	250	40	575	
Mirror Reed	FALSE	Reed	5	5	100	0	0 1 2 3	8	TRUE	Smoke and Mirrors	351	276	1130	171	409	0	0	0	0	0	0	0	0	0	0	0	0	1409	294	644	["Terran Empire","Human","Brutal","MACO","Marksman","Starfleet","Mirror Universe","male","organic","ent","reed","crew_max_rarity_5"]	Extreme Punishment	Attack	9	12	5	10	Immediately deals 375% damage	None	2			555	210	147	350	
Abraham Lincoln	FALSE	Lincoln	5	5	100	0	0 1 2 3	9	TRUE	New Life and New Civilizations, To Boldly Go	291	65	1089	172	312	1066	372	722	0	0	0	0	0	0	0	0	0	483	118	233	["Human","Civilian","President","Resourceful","Inspiring","Diplomat","Cultural Figure","male","organic","crew_max_rarity_5"]	No Gentle Way	Accuracy	9	12	5	12	Immediately deals 250% damage	None				1250	195	252	925	
Gul Madred	FALSE	Madred	5	5	100	0	0 1 2 3	9	TRUE	Chain of Command, Valor in Combat	290	79	1064	168	337	534	129	251	0	0	0	0	0	0	0	0	0	1072	315	699	["Cardassian","Interrogator","Brutal","Survivalist","Veteran","nonhuman","male","organic","tng","madred","crew_max_rarity_5"]	Five Lights	Evasion	7	14	6	10	Immediately deals 300% damage	None	2			415	420		300	
Nomad	FALSE	Nomad	5	5	100	0	0 1 2 3	5	TRUE		121	469	0	0	0	0	0	0	1146	131	249	0	0	0	1486	206	412	645	105	167	["Brutal","Telepath","Exobiology","Explorer","Probe","Resourceful","nonhuman","tos","artificial_life","nomad","crew_max_rarity_5"]	That Which Is Imperfect Must Be Sterilized	Attack	8	8	10	10						100	505	150	50	
Falcon O'Brien	FALSE	Falcon	5	5	100	0	0 1 2 3	6	TRUE	Our Man Bashir	272	669	1050	110	264	0	0	0	564	101	218	0	0	0	0	0	0	1569	92	193	["Human","Starfleet","Federation","Costumed","Villain","Hologram","Brutal","Scoundrel","male","organic","ds9","obrien","crew_max_rarity_5"]	I Expect You To Die	Attack	9	10	14	12			2				25	100	450	
Prisoner O'Brien	FALSE	O'Brien	4	4	100	0	0 1 2 3	4	TRUE	Spit and Bailing Wire	543	531	0	0	0	514	12	24	805	278	573	0	0	0	0	0	0	676	95	215	["Human","Starfleet","Federation","Prisoner","Desperate","Survivalist","Brutal","Jury Rigger","male","organic","ds9","obrien","crew_max_rarity_4"]	It's Real To Me	Attack	7	4	14	16	+5000 to Crit Bonus	None				400	80	85	525	
Augment Commander O'Brien	FALSE	O'Brien	5	5	100	0	0 1 2 3	6	TRUE	The Eugenics Wars, The Daystrom Award, Timelines' Originals	352	137	0	0	0	0	0	0	1119	200	417	0	0	0	0	0	0	1321	358	772	["Human","Augments","Engineered","Tactician","Saboteur","Marksman","Brutal","Innovator","male","organic","obrien","tos","tng","ds9","original","crew_max_rarity_5"]	Take Aim!	Attack	9	8	8	12	+20% to Attack Speed	Boarding				540	410	45	200	
Ishara Yar	FALSE	Ishara	5	5	100	0	0 1 2 3	4	TRUE	Valor in Combat	105	650	643	55	141	0	0	0	1252	75	149	0	0	0	0	0	0	1521	187	405	["Human","Scoundrel","Veteran","Saboteur","Desperate","female","tng","yar_ishara","crew_max_rarity_5"]	I Did What I Had To	Evasion	10	6	10	10						410	200	45	215	
Grand Nagus Rom	FALSE	Rom	5	5	100	0	0 1 2 3	8	TRUE	Rules Of Acquisition, New Life and New Civilizations	330	411	670	11	29	1094	287	567	1008	144	293	0	0	0	0	0	0	0	0	0	["Ferengi","Bajoran","Diplomat","Saboteur","Cultural Figure","nonhuman","male","organic","ds9","nagus","rom","crew_max_rarity_5"]	Equal Pay	Accuracy	9	12	12	12						900		135	950	
Doctor Ann Mulhall	FALSE	Mulhall	5	5	100	0	0 1 2 3	7	TRUE		148	511	1187	86	277	557	102	210	0	0	0	0	0	0	1509	171	364	0	0	0	["Starfleet","Federation","Exobiology","Explorer","Human","female","organic","tos","ann_mulhall","crew_max_rarity_5"]	It Is Scientifically Fascinating	Accuracy	7	10	10	14	Shield regeneration +2500	None				425	100	98	200	
Q2	FALSE	Q2	5	5	100	0	0 1 2 3	6	TRUE		135	38	0	0	0	1452	318	568	0	0	0	401	171	389	0	0	0	958	214	451	["Brutal","Interrogator","Q Continuum","nonhuman","male","tng","q2","crew_max_rarity_5"]	Not Bad	Attack	9	10	10	10						490	200	118	475	
First Officer Chekov	FALSE	Chekov	5	5	100	0	0 1 2 3	8	TRUE		293	146	1270	195	462	0	0	0	0	0	0	0	0	0	1025	203	392	467	147	305	["Federation","Starfleet","Human","Resourceful","Tactician","male","organic","tos","commander","bridge_crew","chekov","crew_max_rarity_5"]	If Shoe Fits, Wear It!	Attack	9	12	5	12	Immediately repairs Hulls by 15%	None				600	25	100	450	
Polywater Yar	FALSE	Yar	5	5	100	0	0 1 2 3	8	TRUE		276	202	1304	175	426	1098	207	415	0	0	0	0	0	0	0	0	0	442	125	250	["Human","Federation","Starfleet","Romantic","Desperate","Survivalist","female","organic","tng","bridge_crew","yar","crew_max_rarity_5"]	You Are Fully Functional, Aren't You?	Attack	9	2	8	12	Immediately deals 100% damage	None		Evasion	2	335	100	70	550	After 6s Immediately deals 200% damage; After 10s Immediately deals 350% damage
Krenim Guest Paris	FALSE	Paris	5	5	100	0	0 1 2 3	4	TRUE	New Life and New Civilizations	137	421	1155	108	253	1394	245	497	651	68	139	0	0	0	0	0	0	0	0	0	["Prisoner","Human","Resourceful","Federation","Starfleet","Diplomat","Pilot","male","organic","lieutenant","voy","paris","crew_max_rarity_5"]	Is This What You Call Enlightened?	Attack	8	6	12	14	+10000 to Crit Bonus	None				350	30	93	215	
The Viceroy	FALSE	Viceroy	3	3	100	0	0 1 2 3	2	TRUE	The Neutral Zone, Rare Crew	794	685	413	72	233	332	101	275	0	0	0	0	0	0	0	0	0	479	72	197	["Romulan","Reman","Telepath","Brutal","Villain","nonhuman","male","organic","tng","crew_max_rarity_3"]	The Praetor's Right Hand	Attack	4	8	8	10	+1250 to Crit Rating	Cloak				700	225	118	75	
Dr. Soong	FALSE	Soong	5	5	100	0	0 1 2 3	10	TRUE	The Daystrom Award	423	457	0	0	0	0	0	0	1092	128	308	0	0	0	1210	243	602	0	0	0	["Human","Civilian","Maverick","Cyberneticist","Innovator","Federation","male","organic","tng","soong","crew_max_rarity_5"]	Five-Hole	Accuracy	6	8	10	10	+1000 to Crit Rating	None				840		575		
Judge Q	FALSE	Q	5	5	100	0	0 1 2 3	9	TRUE		280	48	998	235	468	515	205	400	0	0	0	0	0	0	0	0	0	1117	233	468	["Crafty","Costumed","Scoundrel","Brutal","Interrogator","Q Continuum","nonhuman","male","tng","q_jdl","crew_max_rarity_5"]	Judgment	Evasion	9	4	14	16						700	965	240	700	
Sheriff of Nottingham Q	FALSE	Q	5	5	100	0	0 1 2 3	9	TRUE	Sherwood Forest	402	368	1239	338	724	0	0	0	0	0	0	0	0	0	0	0	0	1104	108	216	["Crafty","Costumed","Scoundrel","Constable","Romantic","Q Continuum","nonhuman","male","tng","q_jdl","crew_max_rarity_5"]	Gallant But Futile	Accuracy	10	12	12	12				Attack	2	600	210	63	150	
Mariachi Q	FALSE	Q	5	5	100	0	0 1 2 3	8	TRUE		382	277	0	0	0	1277	290	607	0	0	0	0	0	0	0	0	0	1110	195	415	["Crafty","Costumed","Scoundrel","Musician","Q Continuum","nonhuman","male","tng","q_jdl","crew_max_rarity_5"]	I Feel Like Celebrating!	Evasion	8	8	10	10	Immediately repairs Shields by 15%	None	2			450	75	105	665	
Captain Silva La Forge	FALSE	Silva	5	5	100	0	0 1 2 3	10	TRUE		225	119	1218	293	685	1180	77	176	0	0	0	0	0	0	0	0	0	473	171	355	["Human","Federation","Starfleet","Explorer","Tactician","female","organic","tng","silva","captain","bridge_crew","crew_max_rarity_5"]	There's No Time To Explain	Attack	8	10	8	14	Increase boarding damage by 35%	Boarding				335	100	128	450	
Locutus of Borg	FALSE	Locutus	5	5	100	0	0 1 2 3	1	FALSE	Resistance Is Futile, New Life and New Civilizations, A New Challenger Approaches	51	1	0	0	0	974	451	885	0	0	0	0	0	0	407	273	689	1014	284	566	["Borg","Human","Diplomat","Cyberneticist","Brutal","Duelist","Cultural Figure","male","organic","tng","picard","gauntlet_jackpot","crew_max_rarity_5"]	Resistance is Futile	Attack	9	1	10	12						325	100	5	490	
Enterprise-E Picard	FALSE	Picard	5	5	100	0	0 1 2 3	9	TRUE	To Boldly Go	307	91	980	217	440	1129	271	608	0	0	0	0	0	0	0	0	0	521	83	223	["Federation","Starfleet","Human","Inspiring","Astrophysicist","Exoarchaeology","Musician","Tactician","male","organic","tng","captain","bridge_crew","picard","crew_max_rarity_5"]	Negotiate Surrender	Attack	9	12	12	12						1065	695	95	825	
C.O.P. Founder Picard	FALSE	Picard	5	5	100	0	0 1 2 3	7	TRUE	To Boldly Go, Timelines' Originals	403	618	1316	95	185	1180	250	520	0	0	0	0	0	0	0	0	0	0	0	0	["Federation","Starfleet","Human","Inspiring","Cultural Figure","Musician","Communicator","male","organic","tng","ent","pic","captain","bridge_crew","picard","original","crew_max_rarity_5"]	Starfleet Maneuvers	Accuracy	8	6	6	6						450		150	640	After 5s +1 Accuracy (+2s Cooldown); After 10s +2 Accuracy (+4s Cooldown)
Augment Picard	FALSE	Picard	5	5	100	0	0 1 2 3	6	TRUE	The Eugenics Wars, Timelines' Originals	274	316	1079	130	233	504	122	208	0	0	0	0	0	0	0	0	0	1349	254	514	["Human","Augments","Engineered","Villain","Brutal","Desperate","Survivalist","Hunter","Duelist","male","organic","tng","tos","picard","original","crew_max_rarity_5"]	Negotiate Surrender	Attack	9	12	12	12						600	215	110	500	
Smitten Jean-Luc Picard	FALSE	Picard	5	5	100	0	0 1 2 3	7	TRUE	To Boldly Go	357	332	1218	111	184	1290	388	736	0	0	0	0	0	0	0	0	0	0	0	0	["Federation","Starfleet","Human","Romantic","Inspiring","Communicator","Musician","male","organic","tng","captain","bridge_crew","picard","crew_max_rarity_5"]	My Love Is a Fever	Attack	8	9	5	16	Immediately deals 300% damage	Position				575	170	190	40	
Ensign Picard	FALSE	Picard	4	4	100	0	0 1 2 3	7	FALSE		591	485	976	92	227	330	130	261	0	0	0	0	0	0	0	0	0	583	156	377	["Federation","Starfleet","Human","Desperate","Crafty","male","organic","tng","ensign","bridge_crew","picard","crew_max_rarity_4"]	Life Worth Living	Evasion	6	12	12	12	+20% to Attack Speed	None				580	85	20	505	
Musketeer Picard	FALSE	Picard	5	5	100	0	0 1 2 3	6	TRUE	To Boldly Go	231	67	558	84	167	937	261	514	0	0	0	0	0	0	0	0	0	1289	285	621	["Hologram","Duelist","Hero","Inspiring","Tactician","male","nonhuman","tng","picard","crew_max_rarity_5"]	En Garde	Accuracy	7	4	6	10	+8000 to Crit Bonus	None				550	200	103	365	After 4s +12000 to Crit Bonus; After 8s +18000 to Crit Bonus
Loque'eque Sato	FALSE	Sato	5	5	100	0	0 1 2 3	9	TRUE	Delphic Expanse	372	356	0	0	0	1388	244	486	0	0	0	0	0	0	1089	203	468	0	0	0	["Desperate","Loque'eque","Survivalist","Primal","female","nonhuman","organic","ent","sato","crew_max_rarity_5"]	They're Waiting For Us!	Evasion	7	8	10	10	Increase bonus boost by +5	Position				415	300	45	400	
Captain La Forge	FALSE	La Forge	5	5	100	0	0 1 2 3	9	TRUE	The Daystrom Award	332	380	1213	175	372	0	0	0	1003	201	398	0	0	0	529	77	156	0	0	0	["Human","Starfleet","Federation","Cyberneticist","Innovator","male","organic","tng","captain","laforge","crew_max_rarity_5"]	Reluctant Duty	Attack	8	6	8	10	Immediately repairs Shields by 15%	None	2			1315	225	255		
Age of Sail La Forge	FALSE	La Forge	4	4	100	0	0 1 2 3	5	TRUE	The Daystrom Award, Set Sail!	616	519	465	189	415	0	0	0	921	120	299	0	0	0	0	0	0	473	57	117	["Human","Starfleet","Federation","Cyberneticist","Explorer","Costumed","Innovator","ageofsail","male","organic","tng","lieutenant_commander","laforge","crew_max_rarity_4"]	Hard to Port!	Evasion	8	10	10	12				Attack	2	1250	130	222	550	
Geordi La Forge	FALSE	La Forge	2	2	100	0	0 1 2 3	9	TRUE	The Daystrom Award, Uncommon Crew	878	884	327	20	73	183	9	27	379	105	252	0	0	0	0	0	0	0	0	0	["Human","Starfleet","Pilot","Federation","Innovator","Cyberneticist","male","organic","tng","laforge","crew_max_rarity_2"]	None of it is familiar	Accuracy	2	5	5	10	Shield regeneration +700	None				450	125	145	165	
Maras	FALSE	Maras	5	5	100	0	0 1 2 3	10	TRUE		348	344	1119	176	372	1458	290	571	0	0	0	0	0	0	0	0	0	0	0	0	["Romantic","Scoundrel","Orion","Casual","Civilian","Crafty","nonhuman","organic","maras","ent","crew_max_rarity_5"]	How Many Levels Are There?	Evasion	7	8	8	14	Increase boarding damage by 10%	Boarding				250	85	94	550	
Captain Scott	FALSE	Scotty	5	5	100	0	0 1 2 3	10	TRUE	Spit and Bailing Wire	805	702	0	0	0	0	0	0	1133	302	633	0	0	0	0	0	0	0	0	0	["Human","Starfleet","Federation","Jury Rigger","male","organic","tos","captain","scott","crew_max_rarity_5"]	All She's Got	Accuracy	9	4	14	16						2925	825	806	1015	
Dress Uniform Scotty	FALSE	Scotty	5	5	100	0	0 1 2 3	9	TRUE	Spit and Bailing Wire	389	460	980	225	518	0	0	0	1478	137	383	0	0	0	0	0	0	0	0	0	["Human","Starfleet","Federation","Jury Rigger","Communicator","male","organic","tos","scott","crew_max_rarity_5"]	Call me Scotty	Evasion	8	15	12	20	Immediately repairs Hulls by 20%	None		Accuracy	2	425	330	315	415	
Tribble Herder Scotty	FALSE	Scotty	5	5	100	0	0 1 2 3	2	TRUE	Spit and Bailing Wire	22	266	611	63	145	0	0	0	1544	241	529	0	0	0	0	0	0	1125	175	383	["Human","Starfleet","Federation","Jury Rigger","Tactician","Shepherd","male","organic","tos","scott","crew_max_rarity_5"]	They're In The Machinery	Evasion	6	6	10	16	Immediately repairs Hulls by 25%	None				295	100	110	400	
Weyoun Clone 5	FALSE	Weyoun	5	5	100	0	0 1 2 3	8	TRUE	New Life and New Civilizations, To Boldly Go	227	257	562	87	164	1082	184	367	0	0	0	0	0	0	0	0	0	1341	232	505	["Vorta","Dominion","Diplomat","Clone","Tactician","Inspiring","nonhuman","male","organic","ds9","weyoun","crew_max_rarity_5"]	Peaceful Coexistence	Accuracy	9	8	8	10	+10000 to Crit Bonus	Position				625	185	200	330	
Mountain Climber Mayweather	FALSE	Mayweather	5	5	100	0	0 1 2 3	4	TRUE		127	173	1424	206	518	0	0	0	1125	158	333	499	101	339	0	0	0	0	0	0	["Human","Starfleet","Boomer","Athlete","Pilot","male","organic","ent","mayweather","crew_max_rarity_5"]	If It's Easy What's The Point?	Accuracy	8	8	6	12	Shield regeneration +1500	None				200	155	126	400	
Assimilated Hawk	FALSE	Hawk	5	5	100	0	0 1 2 3	3	TRUE	Resistance Is Futile, A Little Stroll	20	440	1310	95	182	0	0	0	0	0	0	0	0	0	624	60	150	1466	273	545	["Human","Borg","Brutal","Tactician","Pilot","male","evsuit","organic","tng","bridge_crew","lieutenant","hawk","crew_max_rarity_5"]	Phasers To Full Power	Attack	7	12	10	14	Increase boarding damage by 20%	Boarding				350	10	110	550	
Ilia Probe	FALSE	Ilia	5	5	100	0	0 1 2 3	9	TRUE		408	737	0	0	0	1176	54	114	0	0	0	0	0	0	1405	224	481	0	0	0	["Deltan","Romantic","Communicator","Probe","Android","female","nonhuman","tos","ilia","crew_max_rarity_5"]	Oath Of Celibacy	Evasion	10	12	8	8						600	100	140	440	
Lt. Ilia	FALSE	Ilia	4	4	100	0	0 1 2 3	10	TRUE		685	693	764	120	261	0	0	0	0	0	0	0	0	0	1002	176	383	0	0	0	["Deltan","Federation","Starfleet","Romantic","female","nonhuman","organic","tos","ilia","crew_max_rarity_4"]	Navigational Deflectors Online	Evasion	8	8	6	8						475	200	191	415	
Ushaan Archer	FALSE	Archer	5	5	100	0	0 1 2 3	9	TRUE		314	120	0	0	0	991	182	351	563	49	106	0	0	0	0	0	0	1111	325	758	["Human","Starfleet","Pilot","Explorer","Duelist","male","organic","ent","captain","bridge_crew","archer","crew_max_rarity_5"]	Right of Substitution	Accuracy	7	6	12	12	Increase bonus boost by +4	Position				905	1400	755	225	
